run_id,step,train_loss,val_loss,val_acc
pan-0862ac9440,13400,1.133069396018982,1.1678489446640015,0.9196032285690308
pan-0862ac9440,13600,1.1416112184524536,1.1452856063842773,0.9348734021186829
pan-0862ac9440,13800,1.1082910299301147,1.1316266059875488,0.9326546788215637
pan-0862ac9440,14000,1.1013953685760498,1.1122735738754272,0.9347428679466248
pan-0862ac9440,14200,1.051885724067688,1.0955911874771118,0.9445314407348633
pan-0862ac9440,14400,1.060714602470398,1.079404592514038,0.9488384127616882
pan-0862ac9440,14600,1.0510133504867554,1.062691330909729,0.9594100713729858
pan-0862ac9440,14800,1.0331050157546997,1.0479278564453125,0.9581049084663391
pan-0862ac9440,15000,1.0271109342575073,1.0323481559753418,0.9613677859306335
pan-0862ac9440,15200,0.9734946489334106,1.0186817646026611,0.9651526808738708
pan-0862ac9440,15400,0.9939780831336975,1.001265287399292,0.9793787598609924
pan-0862ac9440,15600,0.98520827293396,0.989345371723175,0.9780735969543457
pan-0862ac9440,15800,0.9763897061347961,0.97551429271698,0.9876011610031128
pan-0862ac9440,16000,0.940777599811554,0.9639981985092163,0.9857739210128784
pan-0862ac9440,16200,0.9625058174133301,0.951883852481842,0.9900808930397034
tf-88648a7fb8,0,4.72731876373291,4.727625846862793,0.009397024288773537
tf-88648a7fb8,200,4.6869096755981445,4.829305171966553,0.005351083353161812
tf-88648a7fb8,400,4.416718006134033,5.044774532318115,0.007439310662448406
tf-88648a7fb8,600,2.3597121238708496,2.7849209308624268,0.13116680085659027
tf-88648a7fb8,800,1.7984991073608398,2.414597272872925,0.22748629748821259
tf-88648a7fb8,1000,0.5973052978515625,0.8299206495285034,0.6622291803359985
tf-88648a7fb8,1200,0.529403805732727,0.7744247913360596,0.710258424282074
tf-88648a7fb8,1400,0.37617141008377075,0.6132757663726807,0.7659879922866821
tf-88648a7fb8,1600,0.43098339438438416,0.5592576861381531,0.8175411224365234
tf-88648a7fb8,1800,0.371380090713501,0.570537805557251,0.8112764358520508
tf-88648a7fb8,2000,0.34371674060821533,0.5563304424285889,0.8275907039642334
tf-88648a7fb8,2200,0.31866925954818726,0.5060707330703735,0.8486034870147705
tf-88648a7fb8,2400,0.2436855584383011,0.40974438190460205,0.8831897974014282
tf-88648a7fb8,2600,0.13612157106399536,0.2684633135795593,0.9437483549118042
tf-88648a7fb8,2800,0.1544104814529419,0.2566806674003601,0.9457060694694519
tf-88648a7fb8,3000,0.14684054255485535,0.24759182333946228,0.9480553269386292
tf-88648a7fb8,3200,0.13290032744407654,0.2567366063594818,0.940746545791626
tf-88648a7fb8,3400,0.14221787452697754,0.25409457087516785,0.9410075545310974
tf-88648a7fb8,3600,0.14742755889892578,0.23823589086532593,0.9484468698501587
tf-88648a7fb8,3800,0.13824564218521118,0.2388695776462555,0.9455755949020386
tf-88648a7fb8,4000,0.1184084415435791,0.23661796748638153,0.9487079381942749
tf-88648a7fb8,4200,0.11852285265922546,0.22458302974700928,0.9544505476951599
tf-88648a7fb8,4400,0.09682318568229675,0.20320162177085876,0.9612372517585754
tf-88648a7fb8,4600,0.11401741206645966,0.21354450285434723,0.9584964513778687
tf-88648a7fb8,4800,0.10816359519958496,0.2238047868013382,0.951579213142395
tf-88648a7fb8,5000,0.08900733292102814,0.21197661757469177,0.95588618516922
tf-88648a7fb8,5200,0.12272723764181137,0.22862902283668518,0.9450535178184509
tf-88648a7fb8,5400,0.13453465700149536,0.2546527683734894,0.9338293075561523
tf-88648a7fb8,5600,0.08565586805343628,0.19566978514194489,0.9642391204833984
tf-88648a7fb8,5800,0.08775275200605392,0.1860063225030899,0.9651526808738708
tf-88648a7fb8,6000,0.15871337056159973,0.26577237248420715,0.9274340867996216
tf-88648a7fb8,6200,0.09798964858055115,0.21266920864582062,0.9545810222625732
tf-88648a7fb8,6400,0.1581936925649643,0.28388315439224243,0.9232576489448547
tf-88648a7fb8,6600,0.0776824951171875,0.1641489714384079,0.9731140732765198
tf-88648a7fb8,6800,0.08421531319618225,0.18468816578388214,0.9637170433998108
tf-88648a7fb8,7000,0.10805653035640717,0.19282369315624237,0.9560167193412781
tf-88648a7fb8,7200,0.06871657818555832,0.1658121645450592,0.966718852519989
tf-88648a7fb8,7400,0.07949773967266083,0.15810427069664001,0.966066300868988
tf-88648a7fb8,7600,0.0838155522942543,0.1367676854133606,0.9744192361831665
tf-88648a7fb8,7800,0.049462053924798965,0.1477840393781662,0.9650222063064575
tf-88648a7fb8,8000,0.044485434889793396,0.10059249401092529,0.9843382835388184
tf-88648a7fb8,8200,0.036584123969078064,0.08709552884101868,0.9859044551849365
tf-88648a7fb8,8400,0.030966293066740036,0.0657842829823494,0.9924301505088806
